lp;ilosc;czas calkowity;czas/zapis
10;5000;173;0.0346
1,1,10
2,1,100
3,4,1000
4,5,2000
5,11,4000
6,26,8000
7,42,16000
8,88,32000
9,140,64000
10,202,128000
1,99300,10
2,455400,100
3,2708500,1000
4,5624600,2000
5,10277400,4000
6,18878700,8000
7,48913700,16000
8,68360100,32000
9,189328300,64000
10,171758700,128000
