lp;ilosc;czas calkowity;czas/zapis
10;5000;178;0.0356
1,0,10
2,1,100
3,3,1000
4,6,2000
5,9,4000
6,23,8000
7,45,16000
8,109,32000
9,137,64000
10,176,128000
1,87300,10
2,306300,100
3,2983400,1000
4,4993700,2000
5,9562200,4000
6,17820100,8000
7,37110700,16000
8,70466800,32000
9,182123700,64000
10,218744700,128000
