addBack,100000,20,6
addBack,100000,20,5
addBack,100000,20,4
addBack,100000,20,5
addBack,100000,20,5
addBack,100000,20,5
addBack,100000,20,10
addBack,100000,20,7
addBack,100000,20,6
addBack,100000,20,6
addBack,100000,20,5
addBack,100000,20,6
addBack,100000,20,8
addBack,100000,20,5
addBack,100000,20,9
addBack,100000,20,5
addBack,100000,20,7
addBack,100000,20,5
addBack,100000,20,4
addBack,100000,20,6
